book.delta.v1.0.2.10.1,book.delta.v1.0.2.10.5,book.delta.v1.0.2.2.1,book.delta.v2.0.2.10.5,book.imbalance.0.2.10.1,book.imbalance.0.2.5.1,trade.indicator.v1.0.2.5.1.power,trade.indicator.v1.0.2.5.1.sqrt,trade.indicator.v1.0.2.5.5.power,trade.indicator.v1.0.2.5.5.sqrt
0.000001441236524,0.000007789967989,0.000004634034975,0.000008705882877,0.000000012957744,0.000000003854747,0.000087679993860,0.000006168422632,0.000027165213750,0.000066762152417
