price,quantity,type,timestamp
90953000,0.0002,0,2024-04-28 00:03:22
90952000,0.3048,0,2024-04-28 00:03:22
90925000,0.1019,0,2024-04-28 00:03:22
91007000,0.0021,1,2024-04-28 00:03:22
91008000,0.1453,1,2024-04-28 00:03:22
91014000,0.0634,1,2024-04-28 00:03:22
91019000,0.0002,1,2024-04-28 00:03:22
91020000,0.01,1,2024-04-28 00:03:22
90953000,0.0002,0,2024-04-28 00:03:27
90952000,0.3048,0,2024-04-28 00:03:27
90925000,0.1109,0,2024-04-28 00:03:27
90922000,0.3281,0,2024-04-28 00:03:27
90900000,2.825,0,2024-04-28 00:03:27
91002000,0.0033,1,2024-04-28 00:03:27
91006000,0.002,1,2024-04-28 00:03:27
91007000,0.142,1,2024-04-28 00:03:27
91008000,0.142,1,2024-04-28 00:03:27
91014000,0.0634,1,2024-04-28 00:03:27
90952000,0.2125,0,2024-04-28 00:03:32
90926000,0.1354,0,2024-04-28 00:03:32
90925000,0.1109,0,2024-04-28 00:03:32
90922000,0.3281,0,2024-04-28 00:03:32
90900000,2.825,0,2024-04-28 00:03:32
91001000,0.1421,1,2024-04-28 00:03:32
91002000,0.142,1,2024-04-28 00:03:32
91014000,0.0636,1,2024-04-28 00:03:32
91019000,0.0002,1,2024-04-28 00:03:32
91020000,0.01,1,2024-04-28 00:03:32
90925000,0.0684,0,2024-04-28 00:03:37
90922000,0.0001,0,2024-04-28 00:03:37
90901000,0.1356,0,2024-04-28 00:03:37
90900000,0.125,0,2024-04-28 00:03:37
90886000,0.0006,0,2024-04-28 00:03:37
90994000,0.0033,1,2024-04-28 00:03:37
90999000,0.0001,1,2024-04-28 00:03:37
91000000,0.2553,1,2024-04-28 00:03:37
91001000,0.142,1,2024-04-28 00:03:37
91002000,0.0002,1,2024-04-28 00:03:37
90927000,0.0862,0,2024-04-28 00:03:42
90926000,0.3282,0,2024-04-28 00:03:42
90925000,0.0684,0,2024-04-28 00:03:42
90922000,0.0001,0,2024-04-28 00:03:42
90901000,0.0002,0,2024-04-28 00:03:42
90992000,0.002,1,2024-04-28 00:03:42
90993000,0.2055,1,2024-04-28 00:03:42
90994000,0.0033,1,2024-04-28 00:03:42
90999000,0.328,1,2024-04-28 00:03:42
91002000,0.0002,1,2024-04-28 00:03:42
90927000,0.0751,0,2024-04-28 00:03:47
90926000,0.3282,0,2024-04-28 00:03:47
90925000,0.0684,0,2024-04-28 00:03:47
90922000,0.0001,0,2024-04-28 00:03:47
90901000,0.0002,0,2024-04-28 00:03:47
90986000,0.0033,1,2024-04-28 00:03:47
90991000,0.0021,1,2024-04-28 00:03:47
90992000,0.142,1,2024-04-28 00:03:47
90993000,0.142,1,2024-04-28 00:03:47
91002000,0.0002,1,2024-04-28 00:03:47
90927000,0.0457,0,2024-04-28 00:03:53
90926000,0.3282,0,2024-04-28 00:03:53
90925000,0.0684,0,2024-04-28 00:03:53
90922000,0.0001,0,2024-04-28 00:03:53
90901000,0.0002,0,2024-04-28 00:03:53
90986000,0.1411,1,2024-04-28 00:03:53
90994000,0.002,1,2024-04-28 00:03:53
90995000,0.0634,1,2024-04-28 00:03:53
91002000,0.0002,1,2024-04-28 00:03:53
91014000,0.0002,1,2024-04-28 00:03:53
90927000,0.0437,0,2024-04-28 00:03:58
90926000,0.0002,0,2024-04-28 00:03:58
90925000,0.0684,0,2024-04-28 00:03:58
90922000,0.0001,0,2024-04-28 00:03:58
90901000,1.8002,0,2024-04-28 00:03:58
90985000,0.002,1,2024-04-28 00:03:58
90986000,0.1411,1,2024-04-28 00:03:58
90987000,0.142,1,2024-04-28 00:03:58
91002000,0.0002,1,2024-04-28 00:03:58
91014000,0.0002,1,2024-04-28 00:03:58
90943000,0.3135,0,2024-04-28 00:04:03
90927000,0.0005,0,2024-04-28 00:04:03
90926000,0.0002,0,2024-04-28 00:04:03
90925000,0.0684,0,2024-04-28 00:04:03
90901000,1.8,0,2024-04-28 00:04:03
90984000,0.0022,1,2024-04-28 00:04:03
90985000,0.142,1,2024-04-28 00:04:03
90986000,0.1411,1,2024-04-28 00:04:03
91002000,0.0002,1,2024-04-28 00:04:03
91014000,0.0002,1,2024-04-28 00:04:03
90944000,0.0376,0,2024-04-28 00:04:08
90943000,0.3122,0,2024-04-28 00:04:08
90927000,0.0005,0,2024-04-28 00:04:08
90926000,0.0002,0,2024-04-28 00:04:08
90925000,0.0684,0,2024-04-28 00:04:08
90983000,0.1442,1,2024-04-28 00:04:08
90984000,0.142,1,2024-04-28 00:04:08
90985000,0.142,1,2024-04-28 00:04:08
91002000,0.0002,1,2024-04-28 00:04:08
91014000,0.0002,1,2024-04-28 00:04:08
90944000,0.0192,0,2024-04-28 00:04:13
90943000,0.3122,0,2024-04-28 00:04:13
90927000,0.0005,0,2024-04-28 00:04:13
